Category,Phrase,CES,Multiple CES,CNP-specific
,see ton of wildlife,Biological,,
VP,see top of mountain,Aesthetic,, 
VP,see tree,Biological,, 
VP,see tree ring,Biological,, 
VP,see tundra,Aesthetic,1, 
VP,see tundra,Biological,2, 
VP,see turkey,Biological,, 
VP,see turtle,Biological,, 
VP,see valley,Aesthetic,, 
VP,see various wildlife,Biological,, 
VP,see view,Aesthetic,, 
VP,see vista,Recreational,, 
VP,see water,Aesthetic,, 
VP,see water cascade,Aesthetic,, 
VP,see waterfall,Aesthetic,, 
VP,see whale,Biological,, 
VP,see white hawk,Biological,,CNP
VP,see white sand,Aesthetic,1, 
VP,see white sand,Identity,2, 
VP,see white sand,Biological,3, 
VP,see white sand,Biological,3, 
VP,see wild animal,Biological,, 
VP,see wild horse,Biological,, 
VP,see wild life,Biological,, 
VP,see wild llama,Biological,,CNP
VP,see wild turkey,Biological,, 
VP,see wildflower,Biological,, 
VP,see wildlife,Biological,,CNP 
VP,see wolf,Biological,, 
VP,see world treasure,Identity,,CNP
VP,sell craft,Recreational,,CNP
VP,sell handicraft,Social,, 
VP,sell handmade item,Recreational,1, 
VP,sell handmade item,Social,2, 
VP,sell jewelry,Social,1, 
VP,sell jewelry,Cultural,2, 
VP,sell souvenir,Cultural,, 
NP,sense of accomplishment,Spiritual,, 
NP,sense of achievement,Spiritual,, 
NP,sense of adventure,Recreational,, 
NP,sense of calm,Spiritual,, 
NP,sense of isolation,Spiritual,, 
NP,sense of peace,Spiritual,, 
NP,sense of solitude,Spiritual,, 
NP,sequoia grove,Biological,, 
NP,sequoia tree,Biological,, 
NP,serene lake,Aesthetic,1, 
NP,serene lake,Spiritual,2, 
NP,serene lake,Biological,3, 
NP,serene lake,Biological,3, 
NP,serene place,Spiritual,, 
NP,serious hike,Recreational,, 
VP,serve to escape from everyday life,Spiritual,,CNP
VP,set up camp,Recreational,, 
VP,set up our tent,Recreational,, 
VP,set up telescope,Recreational,, 
VP,set up tripod,Recreational,, 
NP,several alligator,Biological,, 
NP,several bear,Biological,, 
NP,several bird,Biological,,CNP 
NP,several deer,Biological,, 
NP,several hiking,Recreational,,CNP 
NP,several hiking trail,Recreational,,CNP 
NP,several historic building,Cultural,, 
NP,several historical building,Cultural,, 
NP,several lagoon,Identity,1,CNP
NP,several lagoon,Biological,2,CNP
NP,several lake,Aesthetic,,CNP 
NP,several llama,Biological,,CNP
NP,several old building,Cultural,, 
NP,several overlook,Aesthetic,, 
NP,several picnic,Recreational,, 
NP,several route,Recreational,,CNP 
NP,several specie,Biological,,CNP 
NP,several trail,Recreational,,CNP 
NP,several viewpoint,Aesthetic,, 
NP,several waterfall,Aesthetic,, 
VP,share experience,Social,, 
VP,share history,Educational,, 
VP,share information,Educational,, 
VP,share lot of information about bird,Biological,,CNP
VP,share moment of reflection,Spiritual,,CNP
VP,share moment with friend,Social,,CNP
VP,share time with family,Social,,CNP
VP,share with child,Social,,CNP
VP,share with family,Social,,CNP 
VP,share with friend,Social,, 
VP,share with friend and family,Social,, 
VP,share with my family,Social,, 
VP,share with people,Social,, 
VP,share with tranquility,Spiritual,,CNP
VP,share with tranquility of nature,Spiritual,,CNP
VP,share with your friend,Social,, 
NP,sheer beauty,Aesthetic,, 
VP,shoot photo,Aesthetic,1, 
VP,shoot photo,Recreational,2, 
VP,shoot star,Aesthetic,, 
VP,shoot sunrise,Recreational,, 
VP,shoot sunset,Aesthetic,, 
VP,shop for souvenir,Recreational,, 
NP,short and easy hike,Recreational,, 
NP,short climb,Recreational,, 
NP,short distance,Recreational,, 
NP,short drive,Recreational,, 
NP,short easy hike,Recreational,, 
NP,short easy walk,Recreational,, 
NP,short hike,Recreational,,CNP 
NP,short hike to see mountain,Recreational,,CNP
NP,short loop,Recreational,, 
NP,short route,Recreational,,CNP 
NP,short stroll,Recreational,, 
NP,short trail,Recreational,,CNP 
NP,short walk,Recreational,,CNP 
VP,showcase cultural history,Cultural,, 
VP,showcase history,Cultural,, 
VP,shroud in cloud,Identity,, 
VP,sit along lake,Recreational,, 
VP,sit along river,Recreational,, 
VP,sit along shore,Recreational,, 
VP,sit by fall,Recreational,, 
VP,sit by fire,Recreational,, 
VP,sit by fireplace,Social,, 
VP,sit by lake,Recreational,, 
VP,sit by river,Recreational,, 
VP,sit by stream,Recreational,,CNP 
VP,sit by water,Recreational,, 
VP,sit down for moment,Spiritual,,CNP
VP,sit for lunch,Social,, 
VP,sit in awe,Spiritual,, 
VP,sit in silence,Spiritual,, 
VP,sit on edge of continental divide,Recreational,,CNP
VP,sit on grass,Recreational,,CNP
VP,sit while,Recreational,, 
VP,ski in,Recreational,, 
NP,skull rock,Identity,, 
NP,skyline drive,Recreational,, 
VP,sled down dune,Recreational,, 
VP,sled down hill,Recreational,, 
VP,sled down sand,Recreational,, 
VP,sled down sand dune,Recreational,, 
VP,sled down sand hill,Recreational,, 
VP,sled down slope,Recreational,, 
VP,sled down snow,Recreational,, 
VP,sled down snow hill,Recreational,, 
VP,sled down white sand,Recreational,, 
VP,sled on dune,Recreational,, 
VP,sled on sand,Recreational,, 
VP,sled on sand dune,Recreational,, 
VP,sled on snow,Recreational,, 
VP,sleep in tent,Recreational,,CNP 
VP,sleep in tree,Recreational,, 
VP,sleep in wood,Aesthetic,, 
VP,sleep under star,Recreational,, 
VP,slide down dune,Recreational,, 
VP,slide down hill,Recreational,, 
VP,slide down mountain,Recreational,, 
VP,slide down rock,Recreational,, 
VP,slide down sand,Recreational,, 
VP,slide down sand dune,Recreational,, 
VP,slide down slope,Recreational,, 
VP,slide down white sand,Recreational,, 
NP,small and large lake,Aesthetic,,CNP
NP,small animal,Biological,, 
NP,small beach,Identity,, 
NP,small bear,Biological,, 
NP,small bird,Biological,, 
NP,small canyon,Identity,, 
NP,small creek,Identity,, 
NP,small flower,Biological,,CNP 
NP,small forest,Aesthetic,,CNP 
NP,small geyser,Identity,1, 
NP,small geyser,Biological,2, 
NP,small hike,Recreational,, 
NP,small hill,Aesthetic,,CNP 
NP,small kid,Aesthetic,, 
NP,small lagoon,Identity,,CNP 
NP,small lake,Identity,,CNP 
NP,small mountain,Identity,, 
NP,small museum,Educational,1, 
NP,small museum,Cultural,2, 
NP,small picnic,Recreational,, 
NP,small river,Aesthetic,,CNP 
NP,small stream,Identity,,CNP 
NP,small trail,Recreational,,CNP 
NP,small volcano,Recreational,, 
NP,small walk,Recreational,,CNP 
NP,small waterfall,Identity,,CNP 
NP,small wildlife,Biological,, 
VP,smell cedar,Biological,, 
VP,smell clean air,Aesthetic,, 
VP,smell flower,Biological,, 
VP,smell fresh air,Recreational,, 
VP,smell fresh mountain air,Spiritual,, 
VP,smell pine,Biological,, 
VP,smell rose,Biological,, 
VP,smell salt,Identity,, 
VP,smell scent,Aesthetic,, 
VP,smell sulfur,Identity,, 
VP,snap picture,Aesthetic,, 
VP,snorkel around,Recreational,, 
NP,snowball fight,Recreational,, 
VP,snowcappe mountain,Aesthetic,1, 
VP,snowcappe mountain,Identity,2, 
VP,soak in beauty,Aesthetic,, 
VP,soak in scenery,Aesthetic,, 
VP,soak in view,Aesthetic,, 
VP,soak up atmosphere,Spiritual,, 
VP,soak up beauty,Aesthetic,, 
VP,soak up peace,Spiritual,, 
VP,soak up scenery,Aesthetic,, 
VP,soak up sight,Aesthetic,, 
VP,soak up sun,Recreational,, 
VP,soak up view,Aesthetic,, 
VP,soak up vista,Aesthetic,, 
VP,soak your foot,Recreational,, 
NP,song of bird,Biological,,CNP
VP,soothe soul,Spiritual,, 
VP,soothe sound,Recreational,, 
VP,soothe your soul,Spiritual,, 
NP,sound of bird,Biological,,CNP 
NP,sound of silence,Spiritual,, 
NP,source of inspiration,Spiritual,,CNP 
NP,south american condor,Biological,,CNP
NP,southern Ecuador,Identity,,CNP
NP,space for family,Social,,CNP
NP,space for hiking,Recreational,,CNP
NP,space of peace,Spiritual,,CNP 
VP,speak about history,Educational,, 
NP,special bird,Biological,,CNP 
NP,specie of bird,Biological,,CNP 
NP,specie of flora,Biological,,CNP 
NP,specie of hummingbird,Biological,,CNP
NP,specie of orchid,Biological,,CNP
NP,specie of plant,Biological,,CNP 
NP,specie of snake,Biological,,CNP 
NP,specie of vegetation,Biological,,CNP 
NP,species of plant,Biological,,CNP
NP,specimen of flora,Biological,,CNP
NP,spectacular canyon,Aesthetic,, 
NP,spectacular drive,Recreational,, 
NP,spectacular formation,Aesthetic,, 
NP,spectacular geyser,Identity,, 
NP,spectacular hike,Recreational,, 
NP,spectacular lagoon,Identity,,CNP
NP,spectacular landscape,Aesthetic,,CNP 
NP,spectacular mountain,Aesthetic,, 
NP,spectacular mountain valley,Aesthetic,,CNP
NP,spectacular natural area,Aesthetic,,CNP 
NP,spectacular park,Identity,,CNP 
NP,spectacular photo,Aesthetic,,CNP 
NP,spectacular place,Aesthetic,,CNP 
NP,spectacular rock,Identity,, 
NP,spectacular scenery,Aesthetic,,CNP 
NP,spectacular sight,Aesthetic,, 
NP,spectacular sunrise,Aesthetic,, 
NP,spectacular sunset,Aesthetic,, 
NP,spectacular view,Aesthetic,,CNP 
NP,spectacular vista,Aesthetic,,CNP 
NP,spectacular waterfall,Aesthetic,, 
VP,spend all day,Recreational,, 
VP,spend as family,Social,,CNP
VP,spend day camping,Recreational,, 
VP,spend day hike,Recreational,,CNP
VP,spend day in park,Recreational,,CNP
VP,spend day in pure nature,Spiritual,,CNP
VP,spend day with family,Social,, 
VP,spend delightful day,Social,,CNP
VP,spend entire day,Recreational,,CNP
VP,spend entire day hiking,Recreational,, 
VP,spend few day,Recreational,,CNP
VP,spend few day camping,Recreational,, 
VP,spend few hour walk,Recreational,,CNP
VP,spend full day,Recreational,,CNP
VP,spend full day hiking,Recreational,, 
VP,spend great time,Recreational,,CNP
VP,spend hour at lake,Recreational,, 
VP,spend hour hike,Recreational,,CNP
VP,spend hour hiking,Recreational,, 
VP,spend hour of hiking,Recreational,,CNP
VP,spend moment of relaxation,Spiritual,,CNP
VP,spend morning,Recreational,, 
VP,spend morning with family,Social,,CNP
VP,spend my birthday,Social,, 
VP,spend my vacation,Recreational,, 
VP,spend night,Recreational,,CNP 
VP,spend night camping,Recreational,, 
,spend night in park,Recreational,,
VP,spend on trail,Recreational,,CNP
VP,spend quality family,Social,, 
VP,spend relaxing day,Recreational,, 
VP,spend several day camping,Recreational,, 
VP,spend several hour hike,Recreational,,CNP
VP,spend some great family time,Social,, 
VP,spend some quality time,Social,, 
VP,spend some quiet time,Spiritual,, 
VP,spend some relaxing time,Recreational,, 
VP,spend time hiking,Recreational,,CNP
,spend time with family,Social,,
VP,spend time with friend,Social,, 
VP,spend time with friend and family,Social,, 
VP,spend week camping,Recreational,, 
VP,spend with family,Social,,CNP 
NP,spiky vegetation,Biological,,CNP
NP,spiritual awakening,Spiritual,, 
NP,spiritual connection,Spiritual,,CNP 
NP,spiritual element,Spiritual,, 
NP,spiritual experience,Spiritual,, 
NP,spiritual feeling,Spiritual,, 
NP,spiritual journey,Spiritual,, 
NP,spiritual meaning,Spiritual,, 
NP,spiritual moment,Spiritual,, 
NP,spiritual nature,Spiritual,, 
NP,spiritual peace,Spiritual,,CNP 
NP,spiritual place,Spiritual,,CNP 
NP,spiritual presence,Spiritual,, 
NP,spiritual sanctuary,Spiritual,,CNP
NP,spiritual seclusion,Spiritual,,CNP
NP,spiritual site,Spiritual,,CNP
NP,spiritual space,Spiritual,, 
NP,spiritual visit,Spiritual,, 
NP,spiritual walk,Spiritual,, 
NP,splendid landscape,Aesthetic,,CNP 
NP,sport fish,Recreational,1,CNP
NP,sport fish,Biological,2,CNP
NP,sport fishing,Recreational,,CNP 
NP,sport fishing activity,Recreational,,CNP
VP,spot alligator,Biological,, 
VP,spot animal,Biological,, 
VP,spot bald eagle,Biological,, 
VP,spot bear,Biological,, 
VP,spot big horn,Biological,, 
VP,spot big horn sheep,Biological,, 
VP,spot bighorn sheep,Biological,, 
VP,spot bird,Biological,, 
VP,spot bison,Identity,, 
VP,spot black bear,Biological,, 
VP,spot coyote,Biological,, 
VP,spot deer,Biological,, 
VP,spot eagle,Biological,, 
VP,spot elk,Biological,, 
VP,spot first constellation,Recreational,, 
NP,spot for birdwatching,Recreational,,CNP
NP,spot for photo,Aesthetic,, 
VP,spot gator,Biological,, 
VP,spot glacier,Identity,, 
VP,spot goat,Biological,, 
VP,spot grizzly bear,Biological,, 
VP,spot horse,Biological,, 
VP,spot lot of animal,Biological,, 
VP,spot lot of bird,Biological,, 
VP,spot lot of wildlife,Biological,, 
VP,spot many deer,Biological,, 
VP,spot many elk,Biological,, 
VP,spot many wildlife,Biological,, 
VP,spot marmot,Biological,, 
VP,spot moose,Biological,, 
VP,spot more animal,Biological,, 
VP,spot more wildlife,Biological,, 
VP,spot mountain goat,Biological,, 
VP,spot mule deer,Biological,, 
VP,spot rainbow,Aesthetic,, 
VP,spot sea otter,Biological,, 
VP,spot several big horn,Biological,, 
VP,spot several bird,Biological,, 
VP,spot sheep,Biological,, 
VP,spot small bear,Biological,, 
VP,spot snake,Biological,, 
VP,spot some bear,Biological,, 
VP,spot some beautiful bird,Biological,, 
VP,spot some big horn,Biological,, 
VP,spot some big horn sheep,Biological,, 
VP,spot some bird,Biological,, 
VP,spot some black bear,Biological,, 
VP,spot some deer,Biological,, 
VP,spot some elk,Biological,, 
VP,spot some marmot,Biological,, 
VP,spot some mule deer,Biological,, 
VP,spot some whale,Biological,, 
VP,spot some wild life,Biological,, 
VP,spot some wildlife,Biological,, 
VP,spot some wolf,Biological,, 
VP,spot turtle,Biological,, 
VP,spot whale,Biological,, 
VP,spot wild turkey,Biological,, 
VP,spot wildlife,Biological,, 
VP,spot wolf,Biological,, 
NP,spring and geyser,Identity,, 
NP,spring flower,Biological,, 
NP,spring water,Identity,, 
NP,spruce tree,Biological,, 
NP,squirrel and chipmunk,Biological,, 
NP,stalactite and stalagmite,Identity,, 
NP,stalactite or stalagmite,Identity,, 
NP,stalagmite and stalactite,Identity,, 
NP,stalagmite or stalactite,Identity,1, 
NP,stalagmite or stalactite,Educational,2, 
NP,stalagmite or stalagtite,Identity,, 
NP,stalagtite and stalagmite,Identity,, 
VP,stand in awe,Spiritual,, 
NP,star fish,Biological,, 
VP,stare at view,Aesthetic,, 
VP,stare in awe,Aesthetic,, 
NP,stargazing at night,Recreational,, 
NP,stargazing program,Educational,, 
NP,stark beauty,Aesthetic,,CNP 
NP,starry night,Aesthetic,, 
NP,starry sky,Aesthetic,,CNP 
VP,start hike,Recreational,, 
VP,start loop,Recreational,, 
VP,start on trail,Recreational,,CNP
VP,start this hike,Recreational,, 
VP,start this trail,Recreational,, 
VP,start to climb,Recreational,, 
VP,start trail,Recreational,, 
VP,stay at campground,Recreational,, 
VP,stay camping,Recreational,,CNP
VP,stay for bat flight,Biological,, 
VP,stay for stargazing,Recreational,, 
VP,stay night,Recreational,, 
VP,stay on trail,Recreational,, 
VP,stay overnight,Recreational,,CNP 
VP,stay with family,Social,, 
VP,stay with friend,Social,, 
NP,steep mountain,Aesthetic,1,CNP 
NP,steep mountain,Recreational,2,CNP 
NP,steep walk,Recreational,, 
NP,stone formation,Identity,, 
NP,stone mountain,Identity,,CNP 
VP,stop and picnic,Recreational,, 
VP,stop at all overlook,Aesthetic,, 
VP,stop at all viewpoint,Aesthetic,, 
VP,stop at every overlook,Aesthetic,, 
VP,stop at every view point,Recreational,, 
VP,stop at lookout,Recreational,, 
VP,stop at museum,Educational,, 
VP,stop at observation,Educational,, 
VP,stop at overlook,Recreational,, 
VP,stop at viewpoint,Aesthetic,,CNP 
VP,stop for lot of photo,Aesthetic,1,CNP
VP,stop for lot of photo,Recreational,2,CNP
VP,stop for lot of picture,Aesthetic,, 
VP,stop for lunch,Recreational,, 
VP,stop for photo,Aesthetic,, 
VP,stop for picnic,Recreational,, 
VP,stop for picture,Aesthetic,, 
VP,stop for view,Aesthetic,, 
VP,stop several time,Recreational,, 
VP,stop to take photo,Aesthetic,,CNP
VP,stop to take picture,Aesthetic,,CNP
NP,story of Lord,Spiritual,,CNP
VP,straddle continental divide,Identity,1,CNP
VP,straddle continental divide,Recreational,2,CNP
NP,stream and lagoon,Identity,1,CNP
NP,stream and lagoon,Biological,2,CNP
NP,stream and waterfall,Identity,,CNP 
NP,strenuous climb,Recreational,, 
NP,strenuous hike,Recreational,, 
NP,strenuous hiking,Recreational,, 
NP,strenuous trail,Recreational,, 
NP,strenuous walk,Recreational,, 
VP,stroll around,Recreational,,CNP
NP,stroll around lake,Recreational,,CNP 
VP,stroll down,Recreational,,CNP
VP,stroll through,Recreational,,CNP
VP,stroll through beautiful park,Recreational,,CNP
VP,stun by beauty,Aesthetic,, 
VP,stun by its beauty,Aesthetic,, 
VP,stun by magnitude,Aesthetic,, 
VP,stun by view,Aesthetic,, 
NP,stunning beauty,Aesthetic,, 
NP,stunning color,Aesthetic,, 
NP,stunning drive,Aesthetic,, 
NP,stunning hike,Recreational,, 
NP,stunning lake,Aesthetic,,CNP 
NP,stunning landscape,Aesthetic,,CNP 
NP,stunning mountain,Aesthetic,,CNP 
NP,stunning panorama,Aesthetic,, 
NP,stunning paramo,Aesthetic,1,CNP
NP,stunning paramo,Identity,2,CNP
NP,stunning paramo,Recreational,3,CNP
NP,stunning paramo,Recreational,3,CNP
NP,stunning paramo,Biological,4,CNP
NP,stunning paramo,Biological,4,CNP
NP,stunning paramo,Biological,4,CNP
NP,stunning paramo,Biological,4,CNP
NP,stunning park,Identity,,CNP 
NP,stunning photo,Aesthetic,, 
NP,stunning place,Aesthetic,,CNP 
NP,stunning scenery,Aesthetic,,CNP 
NP,stunning sight,Aesthetic,, 
NP,stunning sunset,Aesthetic,, 
NP,stunning view,Aesthetic,,CNP 
NP,stunning vista,Aesthetic,,CNP 
NP,sturdy walking,Recreational,, 
NP,such beauty,Aesthetic,,CNP 
NP,sugar cane,Biological,,CNP 
NP,sun rise,Aesthetic,, 
NP,sun set,Aesthetic,, 
NP,sunrise and sunset,Aesthetic,, 
NP,sunrise or sunset,Aesthetic,, 
NP,sunrise point,Aesthetic,, 
NP,sunrise view,Aesthetic,, 
NP,sunset and sunrise,Aesthetic,, 
NP,sunset hike,Recreational,, 
NP,sunset or sunrise,Aesthetic,, 
NP,sunset picture,Aesthetic,, 
NP,sunset point,Aesthetic,, 
NP,sunset stroll,Recreational,, 
NP,sunset view,Aesthetic,, 
NP,sunset walk,Recreational,, 
NP,superb view,Aesthetic,, 
NP,surreal experience,Spiritual,, 
NP,surreal feeling,Spiritual,, 
NP,surreal landscape,Aesthetic,,CNP 
VP,surround by dense cloud,Aesthetic,,CNP
VP,surround by lake,Aesthetic,1,CNP
VP,surround by lake,Identity,2,CNP
VP,surround by lake,Recreational,3,CNP
VP,surround by lake,Recreational,3,CNP
VP,surround by mountain,Aesthetic,,CNP 
VP,surround by nature,Spiritual,,CNP 
VP,surround by snow,Aesthetic,, 
VP,surround by tranquility,Spiritual,,CNP
VP,surround by tree,Biological,, 
VP,surround lake,Aesthetic,, 
VP,surround mountain,Identity,, 
VP,surround scenery,Aesthetic,, 
VP,surround valley,Identity,, 
VP,surround volcanic peak,Aesthetic,,CNP
VP,swim across,Recreational,, 
VP,swim along,Recreational,, 
VP,swim around,Recreational,, 
VP,swim at beach,Recreational,, 
VP,swim at fall,Recreational,, 
VP,swim in,Recreational,,CNP
VP,swim in cool water,Recreational,, 
VP,swim in creek,Recreational,, 
VP,swim in fall,Recreational,, 
VP,swim in lake,Recreational,, 
VP,swim in ocean,Recreational,, 
VP,swim in pool,Recreational,, 
VP,swim in river,Recreational,, 
VP,swim in stream,Recreational,,CNP
NP,symbol of Andes,Identity,,CNP
NP,tail deer,Biological,, 
VP,take amazing photo,Aesthetic,,CNP 
VP,take amazing picture,Recreational,, 
VP,take awesome picture,Aesthetic,, 
VP,take beautiful picture,Aesthetic,, 
VP,take bike,Recreational,, 
VP,take boardwalk,Recreational,, 
VP,take boat,Recreational,, 
VP,take boat across lake,Recreational,, 
VP,take boat ride,Recreational,, 
VP,take boat tour,Recreational,, 
VP,take breath of fresh air,Spiritual,, 
VP,take breathtaking picture,Aesthetic,, 
VP,take bus tour,Recreational,, 
VP,take canoe,Recreational,, 
VP,take cruise,Recreational,, 
VP,take day tour,Recreational,,CNP
VP,take day trip,Recreational,,CNP 
VP,take dip in lake,Recreational,, 
VP,take dip in river,Recreational,, 
VP,take dip in water,Recreational,, 
VP,take drive,Recreational,, 
VP,take driving tour,Recreational,, 
VP,take easy trail,Recreational,,CNP
VP,take excursion,Recreational,,CNP
VP,take family,Social,, 
VP,take family photo,Social,,CNP 
VP,take family picture,Social,, 
,take family trip,Social,,
VP,take family vacation,Social,, 
VP,take ferry,Recreational,, 
VP,take fishing rod,Recreational,,CNP
VP,take friend,Social,, 
VP,take good photo,Aesthetic,,CNP 
VP,take good photograph,Aesthetic,,CNP
VP,take good picture,Aesthetic,, 
VP,take great hike,Recreational,,CNP
VP,take great photo,Aesthetic,, 
VP,take great picture,Aesthetic,, 
VP,take helicopter,Recreational,, 
VP,take helicopter tour,Recreational,, 
VP,take high altitude walk,Recreational,,CNP
VP,take hike,Recreational,,CNP 
VP,take historic tour,Cultural,, 
VP,take historical tour,Cultural,, 
VP,take horse,Recreational,, 
VP,take horseback,Recreational,, 
VP,take horseback ride,Recreational,, 
VP,take hundred of picture,Aesthetic,, 
VP,take in all beauty,Aesthetic,, 
VP,take in beauty,Aesthetic,, 
VP,take in fresh air,Recreational,1, 
VP,take in fresh air,Spiritual,2, 
VP,take in peace,Spiritual,, 
VP,take in scenery,Aesthetic,, 
VP,take in sight,Aesthetic,, 
VP,take in view,Aesthetic,, 
VP,take kayak,Recreational,, 
VP,take kid,Social,, 
VP,take leisurely drive,Recreational,, 
VP,take leisurely stroll,Recreational,, 
VP,take little kid,Social,, 
VP,take long drive,Recreational,, 
VP,take long hike,Recreational,, 
VP,take long route,Recreational,,CNP
VP,take loop,Recreational,, 
VP,take lot of photo,Aesthetic,,CNP
,take lot of picture,Aesthetic,,
VP,take many photograph,Recreational,, 
VP,take many picture,Aesthetic,, 
VP,take my child,Social,, 
VP,take my friend,Social,, 
VP,take my grandson,Social,, 
VP,take my husband,Social,, 
VP,take my kid,Social,, 
VP,take my mother,Social,, 
VP,take my wife,Social,, 
VP,take nice hike,Recreational,, 
VP,take nice stroll,Recreational,, 
VP,take nice walk,Recreational,, 
VP,take other trail,Recreational,,CNP
VP,take our breath,Aesthetic,, 
VP,take our child,Social,, 
VP,take our daughter,Social,, 
VP,take our family,Social,, 
VP,take our friend,Social,, 
VP,take our grandchild,Social,, 
VP,take our kid,Social,, 
VP,take our whole family,Social,, 
VP,take our young child,Social,, 
VP,take photo,Aesthetic,,CNP 
VP,take photo of various plant,Biological,,CNP
VP,take photograph,Aesthetic,, 
VP,take picnic,Recreational,, 
VP,take picture,Aesthetic,,CNP 
VP,take picture after picture,Recreational,, 
VP,take picture along way,Aesthetic,, 
VP,take picture of landscape,Aesthetic,, 
VP,take picture of mountain,Recreational,, 
VP,take picture of view,Recreational,, 
VP,take picture of waterfall,Aesthetic,, 
VP,take picture on way,Aesthetic,, 
VP,take plenty of photo,Recreational,,CNP
VP,take plenty of picture,Aesthetic,, 
VP,take ranger tour,Recreational,, 
VP,take rest,Recreational,1, 
VP,take rest,Spiritual,2, 
VP,take rim drive,Recreational,, 
VP,take round walk,Recreational,,CNP
VP,take route,Recreational,,CNP
VP,take scenic drive,Aesthetic,, 
VP,take scenic route,Recreational,, 
VP,take seat by fireplace,Recreational,, 
VP,take several hike,Recreational,, 
VP,take several photo,Recreational,, 
VP,take several picture,Aesthetic,1, 
VP,take several picture,Recreational,2, 
VP,take short break,Recreational,, 
VP,take short drive,Recreational,, 
VP,take short hike,Recreational,, 
VP,take short walk,Recreational,, 
VP,take small child,Social,, 
VP,take small kid,Social,, 
VP,take small walk,Recreational,,CNP
VP,take some amazing photo,Aesthetic,, 
VP,take some amazing picture,Aesthetic,, 
VP,take some beautiful picture,Aesthetic,, 
VP,take some great photo,Recreational,, 
VP,take some great picture,Aesthetic,, 
,take some picture,Aesthetic,,
VP,take spectacular photo,Aesthetic,,CNP
VP,take stroll,Recreational,, 
VP,take sunset picture,Aesthetic,, 
VP,take sunset tour,Recreational,, 
VP,take swim,Recreational,, 
VP,take ton of picture,Aesthetic,, 
VP,take tour,Recreational,, 
VP,take tour boat,Recreational,, 
VP,take trail,Recreational,, 
VP,take tram tour,Recreational,, 
VP,take trip,Recreational,,CNP
VP,take video,Recreational,, 
VP,take view from top,Aesthetic,, 
VP,take view of canyon,Aesthetic,, 
VP,take view of mountain,Aesthetic,, 
VP,take view of park,Aesthetic,, 
VP,take view of valley,Aesthetic,, 
VP,take viewpoint,Aesthetic,, 
VP,take walk,Recreational,,CNP 
VP,take walking tour,Recreational,, 
VP,take with child,Social,,CNP
VP,take with family,Social,, 
VP,take with small child,Social,, 
VP,take with young child,Social,, 
VP,take wonderful picture,Aesthetic,, 
VP,take young child,Social,, 
VP,take young kid,Social,, 
VP,take your family,Social,, 
VP,talk about history,Cultural,, 
NP,tall grass,Biological,,CNP 
NP,tall mountain,Aesthetic,, 
NP,tall tree,Biological,, 
NP,tall waterfall,Aesthetic,, 
NP,teenage kid,Social,, 
,tell history,Educational,,
VP,tell story,Recreational,1, 
VP,tell story,Social,2, 
VP,tell story about cave,Educational,, 
VP,tell you about flora,Biological,, 
NP,temperate rain forest,Biological,, 
NP,temperate rainforest,Identity,, 
NP,tent camping,Recreational,, 
NP,terrific view,Aesthetic,, 
NP,thermal activity,Identity,, 
NP,thermal area,Identity,, 
NP,thermal pool,Identity,, 
NP,thermal spring,Identity,, 
NP,thick fog,Aesthetic,1,CNP 
NP,thick fog,Identity,2,CNP 
NP,thin air,Identity,,CNP 
NP,thousand of specie,Biological,,CNP
NP,tidal pool,Identity,, 
NP,time with family,Social,,CNP 
NP,tiny flower,Biological,,CNP 
NP,tiny orchid,Biological,,CNP
NP,ton of bison,Biological,, 
NP,ton of deer,Biological,, 
NP,top of Andes,Identity,,CNP
NP,total isolation,Spiritual,, 
NP,total silence,Spiritual,, 
NP,total solitude,Spiritual,, 
NP,touch of God,Spiritual,,CNP
VP,touch tree,Biological,, 
VP,touch water,Recreational,, 
NP,touch with nature,Spiritual,,CNP 
VP,touch your soul,Spiritual,, 
NP,tough hike,Recreational,,CNP 
VP,tour nature,Recreational,,CNP
VP,tour park,Recreational,,CNP
NP,trail and mountain,Identity,,CNP 
NP,trail around lake,Recreational,,CNP 
NP,trail to hike,Recreational,,CNP 
NP,tranquil place,Spiritual,, 
NP,tranquility for day,Spiritual,,CNP
NP,tranquility of nature,Spiritual,,CNP 
NP,tranquility of place,Spiritual,,CNP
NP,tranquility peace,Spiritual,,CNP
NP,transparent water,Aesthetic,,CNP 
VP,travel along canyon,Recreational,, 
VP,travel along rim,Recreational,, 
VP,travel along river,Recreational,, 
VP,travel by bike,Recreational,, 
VP,travel by boat,Recreational,, 
VP,travel by car,Recreational,, 
VP,travel by horse,Recreational,, 
VP,travel by motorcycle,Recreational,, 
VP,travel out to park with friend,Social,,CNP
VP,travel through park,Recreational,, 
VP,travel with child,Social,, 
VP,travel with family,Social,, 
VP,travel with friend,Social,, 
VP,travel with grandparent,Social,, 
VP,travel with kid,Social,, 
VP,travel with my family,Social,, 
VP,travel with my husband,Social,, 
VP,travel with my mom,Social,, 
VP,travel with my mother,Social,, 
VP,travel with my parent,Social,, 
VP,travel with my wife,Social,, 
VP,travel with our child,Social,, 
VP,travel with our grandchild,Social,, 
VP,travel with our kid,Social,, 
VP,travel with our young child,Social,, 
VP,travel with small child,Social,, 
VP,travel with small kid,Social,, 
VP,travel with teen,Social,, 
VP,travel with young child,Social,, 
